InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538087,90198A,Women's Built-Up Sports Bra 3 Pack Bra,1,09-12-2010 14:44,24,17339.0,United Kingdom
544693,22491,Women's Comfort Revolution Front-Close Shaping Underwire Bra,5,23-02-2011 09:25,44,15397.0,United Kingdom
555232,23172,Women's 2-Pack Classic-Fit Short-Sleeve V-Neck T-Shirt,4,01-06-2011 12:33,15,14597.0,United Kingdom
579099,85130B,Women's Cotton Pullover Sport Bra(Pack of 3),1,28-11-2011 11:26,19,15714.0,United Kingdom
559546,22889,Workout Tank Tops for Women - Running Muscle Tank Sport Exercise Gym Yoga Tops Running Muscle Tanks(Pack of 3),12,10-07-2011 14:49,19,14163.0,United Kingdom
554549,20725,"Workout Tank Tops for Women - Racerback Athletic Yoga Tops, Running Exercise Gym Shirts(Pack of 3)",2,25-05-2011 09:57,38,12747.0,United Kingdom
569401,85099C,Women's Short Sleeve Ruched Casual Sundress Midi Bodycon T Shirt Dress,1,04-10-2011 08:56,12,15111.0,United Kingdom
559921,85099B,Women's Essential No-Show Liner Socks (6 Pairs),3,13-07-2011 15:42,20,13667.0,United Kingdom
560991,85123A,Women's Full Figure Underwire Front Close Bra #1245,6,22-07-2011 13:29,12,12438.0,Norway
580986,21914,Women's Paisley Printed Long Sleeve Henley V Neck Pleated Casual Flare Tunic Blouse Shirt,2,06-12-2011 16:34,27,12650.0,France
553747,85059,Women's Workwear Elastic Waist Cargo Scrubs Pant,36,19-05-2011 09:47,16,13627.0,United Kingdom
573384,84596L,3PACK Full Bust Seamless Nursing Maternity Bras Bralette S-XXL with Extra Bra Extenders & Clips,4,30-10-2011 14:19,17,15478.0,United Kingdom
557951,22027,Women's Floral Print Sheer Chiffon Loose Kimono Cardigan Capes,4,23-06-2011 17:53,25,14825.0,United Kingdom
C543620,47367B,Passion For Comfort Minimizer Underwire Bra,4,10-02-2011 14:52,64,14081.0,United Kingdom
547245,47566,Women’s Comfort Long Sleeve T-Shirt/Underscrub Tee,8,22-03-2011 08:49,17,14632.0,United Kingdom
570861,22560,Women's Straight-Fit Stretch Twill Chino Pant,2,12-10-2011 15:27,101,14775.0,United Kingdom
568086,22851,Women's Short Sleeve Pleated Loose Swing Casual Dress with Pockets Knee Length,1,23-09-2011 14:39,24,14944.0,United Kingdom
C557224,22736,"Hybrid Womens Hyper Ultra Stretch Comfy Skinny Pants, Capri, Bermuda",6,17-06-2011 13:22,13,15311.0,United Kingdom
569148,47566,Women's 2-Pack Tech Stretch Short-Sleeve V-Neck T-Shirt,4,30-09-2011 15:52,16,16613.0,United Kingdom
553830,85123A,Women Outfit Sleeveless Shoulder Bandage Waistband Sexy V-Neck Wide Leg Long Jumpsuit with Belt,2,19-05-2011 11:32,29,17871.0,United Kingdom
562949,22767,Women's Nano T-Shirt,3,11-08-2011 09:47,14,14346.0,United Kingdom
547568,23208,Womens Long Sleeve Button Cowl Neck Casual Slim Tunic Tops with Pockets,4,24-03-2011 09:50,23,13341.0,United Kingdom
C557142,21154,Women One Piece Swimsuit High Neck Plunge Mesh Ruched Monokini Swimwear,1,17-06-2011 10:06,25,12678.0,France
556526,84970S,"Compression Socks,(3 Pairs) Compression Sock Women & Men - Best Running, Athletic Sports, Crossfit, Flight Travel",8,13-06-2011 11:33,16,12732.0,France
544302,21928,Women's 8-Pair Performance No-Show Sport Socks,2,17-02-2011 13:16,27,12654.0,Germany
556442,21239,Women's Stretch Cotton Cami with Built-in Shelf Bra,4,10-06-2011 15:22,9,15098.0,United Kingdom
563237,85123A,Women's 2-Pack Tech Stretch Short-Sleeve Crewneck T-Shirt,3,15-08-2011 09:57,17,14321.0,United Kingdom
579900,21165,The Ultimate NippleCovers | Nippies Skin Sticky Adhesive Pasties - Light Skin,4,01-12-2011 08:34,14,15951.0,United Kingdom
540855,85203,3 in 1 Postpartum Support Recovery Belly Wrap Waist/Pelvis Belt Body Shaper Postnatal Shapewear,10,12-01-2011 10:14,6,16353.0,United Kingdom
553657,22178,Womens Casual Tops Sleeveless Cute Twist Knot Waffle Knit Shirts Tank Tops,4,18-05-2011 11:28,21,14583.0,United Kingdom
554986,21122,Workwear Professionals WW170 Women's Mid Rise Straight Leg Pull-on Cargo Pant,12,29-05-2011 12:35,18,14451.0,United Kingdom
580436,23509,Women's 3-9 Pairs Casual Thin No Show Socks Non Slip Flat Boat Line,20,04-12-2011 12:17,25,13318.0,United Kingdom
570414,22965,Women's Reg Floral Lace Triangle Bralette,1,10-10-2011 13:17,20,17214.0,United Kingdom
559679,22610,Women's UPF 50+ Sun Protection T-Shirt Long/Short Sleeve Outdoor Performance,20,11-07-2011 14:46,15,15265.0,United Kingdom
549568,22617,Women's Instastretch Luscious Curvy Bootcut Jeans,6,10-04-2011 15:09,18,15665.0,United Kingdom
C574850,22904,Women's Play Up Shorts 2.0,-2,07-11-2011 12:03,18,14702.0,United Kingdom
547511,22326,Women's Pull-On Jegging,2,23-03-2011 13:44,23,17411.0,United Kingdom
562777,84568,Boatneck Sleeveless Vintage Tea Dress with Belt,48,09-08-2011 12:52,7,15247.0,United Kingdom
561891,84997B,Women Good Vibes Tank Blouse Round Neck Sleeveless and Long Sleeve Rainbow Casual Ladies Waistcoat Tank Tops for Women,4,31-07-2011 14:19,13,15438.0,United Kingdom
540371,21833,womens Cloud 9 Wire-Free Contour Bra,108,06-01-2011 16:35,25,14312.0,United Kingdom
571735,72130,Women's Basic Versatile Stretchy Flared Casual Mini Skater Skirt,1,19-10-2011 10:04,14,14229.0,United Kingdom
576784,23582,Women’s Yoga Capris Power Flex Running Pants Workout Leggings,12,16-11-2011 13:40,18,16204.0,United Kingdom
553224,22734,Women's Bohemian Floral Printed Wrap V Neck Short Sleeve Split Beach Party Maxi Dress,2,16-05-2011 10:40,21,17228.0,United Kingdom
554116,84378,Women's Cotton Stretch High-Cut Bikini Panty,6,22-05-2011 15:11,39,14514.0,United Kingdom
554080,23301,Women's Retro 1950s Style Sleeveless Slim Business Pencil Dress,1,22-05-2011 11:42,13,16931.0,United Kingdom
579526,22161,Women's V Neck T Shirt Rolled Sleeve Side Split Tunic Tops,5,30-11-2011 08:38,79,18058.0,United Kingdom
561889,23196,Women's Beauty Back Strapless Full Figure Underwire Bra 74380,12,31-07-2011 13:37,28,15804.0,United Kingdom
574320,22111,Women's Bralette,10,03-11-2011 19:17,23,17078.0,United Kingdom
569680,22699,Women's Ultimate T-Shirt Bra Soft Foam Wirefree,12,05-10-2011 14:28,32,16803.0,United Kingdom
571030,23027,Women's Full Figure No Bounce Plus Size Camisole Wirefree Back Close Sports Bra #1066,12,13-10-2011 12:26,13,12876.0,Belgium
567104,22900,Women's Basic V Neck Short Sleeve T Shirts Summer Casual Tops,4,16-09-2011 13:33,18,15975.0,United Kingdom
544650,23263,Ultra Low Cut Liner Socks Women No Show Non Slip Hidden Invisible for Flats Boat Summer 3/5 Pairs,4,22-02-2011 12:40,16,16349.0,United Kingdom
559861,85049E,Women's 711 Skinny Jean,1,13-07-2011 10:27,54,15895.0,United Kingdom
559165,84600,Women's Boho Button Up Split Floral Print Flowy Party Dress,1,06-07-2011 16:40,12,12977.0,United Kingdom
543036,21754,Women's Stretch Denim Jacket,1,02-02-2011 15:57,14,17223.0,United Kingdom
551727,22631,Women's Mid Rise Shorts Frayed Raw Hem Ripped Denim Jean Shorts,10,04-05-2011 08:40,16,14245.0,United Kingdom
549188,10002,Women's Comfy Casual Short Sleeve Side Twist Knotted Tops Blouse Tunic T Shirts,48,07-04-2011 10:10,21,13731.0,United Kingdom
556495,22834,Adhesive Bra Strapless Sticky Invisible Push up Silicone Bra for Backless Dress with Nipple Covers,2,12-06-2011 15:14,25,18069.0,United Kingdom
561602,35970,Women's Casual Short Sleeve Slit Solid Party Summer Long Maxi Dress,1,28-07-2011 12:05,30,16951.0,United Kingdom
575723,23154,– High Waist Tummy Control Shapewear – Power Flex Capri,2,10-11-2011 18:33,12,14748.0,United Kingdom
C580954,84947,Women's Underwear Breathable Panties (Regular & Plus Size) Colors May Vary,4,06-12-2011 14:19,20,12967.0,United Kingdom
577169,21755,Women's Floral Short Sleeve Casual Pockets Midi Dress,1,18-11-2011 10:42,29,14641.0,United Kingdom
545049,79000,Women's High Waist Stretch Athletic Workout Shorts with Pocket,1,27-02-2011 11:53,9,15046.0,United Kingdom
576087,21181,Women's Scrub Sets Six Pocket Medical Scrubs (V-Neck with Cargo Pant),1,14-11-2011 08:31,17,12689.0,France
545418,22839,Women's Jersey Full Zip Hoodie,4,02-03-2011 13:56,16,14473.0,United Kingdom
570662,72807C,Women's Sweater Casual Oversized Baggy Loose Fitting Shirts Batwing Sleeve Pullover Tops,1,11-10-2011 14:19,92,16120.0,United Kingdom
549746,22112,Women's Flare Leg Drawstring Scrub Pant,3,12-04-2011 10:38,29,15251.0,United Kingdom
C556639,22614,Women's Flat Front Stretch Twill Pant Slim Fit Bootcut,12,13-06-2011 15:37,12,13856.0,United Kingdom
577054,21038,Women's Flat Front Stretch Twill Pant Slim Fit Bootcut,2,17-11-2011 14:19,53,13815.0,Germany
C551646,21356,"Waist Trainer Belt for Women - Waist Cincher Trimmer - Slimming Body Shaper Belt - Workout Back Support Girdle (Purple, Medium(27.7""-31.5"" waist))",16,03-05-2011 11:58,9,12888.0,United Kingdom
547907,84997B,Women's High Waist Yoga Pants Tummy Control Slimming Booty Leggings Workout Running Butt Lift Tights,4,28-03-2011 12:18,15,15083.0,United Kingdom
C538806,23294,Women's Curvy Straight Jean,8,14-12-2010 11:59,14,15181.0,United Kingdom
C542537,16161P,Women's Summer Casual Loose Dress Beach Cover Up Long Cami Maxi Dresses with Pocket,1,28-01-2011 13:54,39,12501.0,Germany
562123,22179,Unisex Arizona SFB,24,02-08-2011 17:19,18,17353.0,United Kingdom
538101,20803,Women's 6-Pack Cotton Stretch Thong Panty,4,09-12-2010 15:01,23,15380.0,United Kingdom
569638,22666,Women's Long Sleeve Pocket Casual Loose T-Shirt Dress,4,05-10-2011 12:15,89,16140.0,United Kingdom
579433,21790,Womens Casual Scoop Collar Plus Size T Shirts Summer Tops Tee,1,29-11-2011 13:15,200,17466.0,United Kingdom
569718,85034A,Women's Comfort Revolution Shaping Wirefree Bra,1,06-10-2011 09:01,12,15837.0,United Kingdom
C560372,22570,Women's Summer Maxi Dress Casual Loose Pockets Long Dress Short Sleeve Split,1,18-07-2011 12:26,14,17448.0,United Kingdom
572086,47504H,Premium Thick High Waist Tummy Compression Slimming Leggings,1,20-10-2011 14:30,21,13897.0,United Kingdom
571055,23163,M&Z Low Cut No Show Socks Mens Casual Invisible Cotton Non-Slip Durable Socks S/M/L,10,13-10-2011 14:08,12,14975.0,United Kingdom
572771,85114C,Adult Women's Belted Low Rise Fastpitch Softball Pant,2,26-10-2011 10:24,13,16173.0,United Kingdom
C543778,22086,Women's Seamless Underwear Multipack (Assorted),10,11-02-2011 16:30,14,18084.0,United Kingdom
563252,85099C,Women's Open Front Long Sleeve Boho Boyfriend Knit Chunky Cardigan Sweater,7,15-08-2011 11:59,59,17655.0,United Kingdom
550198,22386,Women's Beauty Back Full Figure Underwire Bra (76380),5,15-04-2011 10:19,17,13120.0,United Kingdom
540785,22662,Women's Short Sleeve V-Neck Loose Casual Tee T-Shirt Tops,12,11-01-2011 11:39,22,12557.0,Spain
562173,22795,Women's Casual 3/4 Tiered Bell Sleeve Crewneck Loose Tops Blouses Shirt,16,03-08-2011 12:12,18,14530.0,United Kingdom
552060,47566,Silver Antimicrobial No-Show Compression-Fit Running Socks for Men and Women (1 Pair),2,06-05-2011 10:39,19,15668.0,United Kingdom
551980,22549,Women's Stretchy Wide Leg Palazzo Lounge Pants,12,05-05-2011 13:46,12,17849.0,United Kingdom
C580641,84375,Women Summer Tunic Dress V Neck Casual Loose Flowy Swing Shift Dresses,12,05-12-2011 12:52,14,15621.0,United Kingdom
546828,23395,Women's 18 Hour Sensational Sleek Wirefree Full Coverage Bra #4803,1,17-03-2011 11:56,24,13185.0,United Kingdom
C565425,22082,Women's Summer Casual Tshirt Dresses Short Sleeve Boho Beach Dress,2,04-09-2011 12:40,39,15561.0,United Kingdom
567654,20996,Womens Scoop Neck Cut Out Front Lace Up Back High Cut Monokini One Piece Swimsuit,-2,21-09-2011 14:38,7,16627.0,United Kingdom
548494,23355,Women's Signature Lace Deep V Bralette,2,31-03-2011 13:33,28,16698.0,United Kingdom
550824,22610,Women's Summer Boho Polka Dot Sleeveless V Neck Swing Midi Dress with Pockets,1,21-04-2011 10:00,25,18177.0,United Kingdom
581149,21928,Womens Casual Color Block Long Sleeve Round Neck Pocket T Shirts Blouses Sweatshirts Tops,1,07-12-2011 14:12,33,15471.0,United Kingdom
563351,85099C,Women's Short Sleeve Moisture Wicking Athletic Shirts Sizes XS-4XL,2,15-08-2011 14:17,17,16902.0,United Kingdom
570003,22340,Women's V Neck Ruffle Polka Dot Pocket Loose Swing Casual Short T-Shirt Dress,25,07-10-2011 09:19,80,14792.0,United Kingdom
543027,22556,Women's Floral Maxi Dresses Boho Button Up Split Beach Party Dress,50,02-02-2011 14:51,15,12414.0,Austria
539215,20719,TeeHee Women's Fashion No Show/Low cut Fun Socks 12 Pairs Packs,8,16-12-2010 12:42,18,15574.0,United Kingdom
578080,21137,Women's Classic Short Sleeve Leotard,12,22-11-2011 16:28,9,15634.0,United Kingdom
561896,22672,Rain Poncho Jacket Coat Hooded for Adults with Pockets,2,31-07-2011 15:22,19,15819.0,United Kingdom
555498,22848,Women's Ab Solution Jegging,12,03-06-2011 15:07,14,13885.0,United Kingdom
576770,20677,"Sports Bras for Women, Seamless Comfortable Yoga Bra with Removable Pads",2,16-11-2011 13:16,15,13926.0,United Kingdom
566033,22866,Women's Long Sleeve Floral Print Retro V Neck Tassel Bohemian Midi Dresses,12,08-09-2011 13:07,17,16031.0,United Kingdom
555721,44234,Women's Sleeveless Cocktail A-Line Embroidery Party Summer Wedding Guest Dress A079,3,06-06-2011 16:01,21,15108.0,European Community
568062,84755,Push up Strapless Self Adhesive Plunge Bra Invisible Backless Sticky Bras,8,23-09-2011 13:18,24,14014.0,United Kingdom
563857,85088,Women's Zip Front Sports Bra Wireless Post-Surgery Bra Active Yoga Sports Bras,3,19-08-2011 15:44,12,12968.0,United Kingdom
C574507,22522,Women’s Summer Wrap V Neck Bohemian Floral Print Ruffle Swing A Line Beach Mini Dress,2,04-11-2011 13:24,69,15345.0,United Kingdom
554099,23215,Fajas Colombiana Latex Waist Cincher/Trainer/Trimmer/Corset Weight Loss Shaper,1,22-05-2011 13:20,13,16341.0,United Kingdom
569026,21012,Women's No Side Effects Full Coverage Underwire Bra,1,30-09-2011 10:18,20,16101.0,United Kingdom
C570450,22897,Women's Long Sleeve Soft Chunky Knit Sweater Open Front Cardigan Outwear with Pockets,3,10-10-2011 15:00,16,13224.0,United Kingdom
566790,22943,3 Pack Seamless Clip Down Deep V Neck Push Up Nursing Bra Maternity Bras 3PACK Inlcuding Extenders & Clips,12,15-09-2011 10:35,19,17679.0,United Kingdom
545812,20969,Lovaru Womens Boho Open Front Cardigan Colorblock Long Sleeve Loose Knit Lightweight Sweaters,24,07-03-2011 12:26,11,14214.0,United Kingdom
563854,21786,Women Short Sleeve Loose Plain Maxi Dresses Casual Long Dresses with Pockets,1,19-08-2011 15:24,26,12364.0,Belgium
539978,85049G,Women's Long Sleeve/Short Sleeve Boat Neck Off Shoulder Blouse Tops,10,23-12-2010 14:06,19,13165.0,United Kingdom
542933,21901,"Women's Benton Springs Full Zip Jacket, Soft Fleece with Classic Fit",4,02-02-2011 10:56,23,14411.0,United Kingdom
C547856,23274,"Women's Benton Springs Full Zip Jacket, Soft Fleece with Classic Fit",2,27-03-2011 12:14,23,16256.0,United Kingdom
550134,22117,Women's Button Down V Neck Strappy Tank Tops Loose Casual Sleeveless Shirts Blouses,1,14-04-2011 13:50,94,16249.0,United Kingdom
544931,85078,Women Summer Casual T Shirt Dresses Beach Cover up Plain Tank Dress,24,24-02-2011 18:59,6,13501.0,Switzerland
550354,21802,Women's Buttery Soft High Waisted Yoga Pants Full-Length Leggings,1,18-04-2011 10:28,19,13811.0,Germany
565616,22514,Women's Essential Capri Legging,12,05-09-2011 15:26,15,15238.0,United Kingdom
563709,21034,Women's Summer Sleeveless V-Neck T-Shirt Tunic Tops Blouse Shirts,12,18-08-2011 15:17,21,15472.0,United Kingdom
539075,84792,Women 50s Petticoat Skirts Tutu Crinoline Underskirt CL8922,1,15-12-2010 17:28,22,17189.0,United Kingdom
572314,23172,Women's Bootleg Yoga Pant,4,23-10-2011 15:59,14,17111.0,United Kingdom
559305,22900,Women's Comfortable Seamless Smooth Slip Shorts for Under Dresses,24,07-07-2011 12:56,49,17892.0,United Kingdom
C569548,22768,Women's V-Neck Button Down Knitwear Long Sleeve Soft Basic Knit Cardigan Sweater,1,04-10-2011 17:31,12,18053.0,United Kingdom
573348,23300,Women's Totally Shaping Skinny Jean,6,30-10-2011 12:27,18,14487.0,United Kingdom
560527,22639,Women's Floral Print Puff Sleeve Kimono Cardigan Loose Cover Up Casual Blouse Tops,2,19-07-2011 11:57,8,15727.0,United Kingdom
570076,84596E,Women's Solid Short Sleeve Boat Crew Neck V Neck Dolman Top XS - 5XL Plus Size Made in USA,24,07-10-2011 11:17,23,15738.0,United Kingdom
C543761,23319,Women's Boyfriend Jeans Comfy Stretch Ripped Jeans Distressed Denim Skinny Jeans,12,11-02-2011 15:13,15,12943.0,United Kingdom
C576576,22918,Women Body Shaper High Waist Butt Lifter Tummy Control Panty Slim Waist Trainer,1,15-11-2011 14:00,34,17521.0,United Kingdom
559463,21975,Women's Modern Bootcut Jean,3,08-07-2011 13:23,9,17965.0,United Kingdom
576076,21403,Women's Barbara Boot-Cut Jeans,3,13-11-2011 16:18,19,14382.0,United Kingdom
545699,23367,Women's Active Athletic Skort Lightweight Skirt with Pockets for Running Tennis Golf Workout,6,06-03-2011 14:50,25,15572.0,United Kingdom
572678,21421,"Ladies' 5.6 oz., 50/50 Jersey Polo with SpotShield 437W",1,25-10-2011 13:46,20,13182.0,United Kingdom
552988,20717,Women Short Sleeve Round Neck Summer Casual Flared Midi Dress,12,12-05-2011 15:17,22,14853.0,United Kingdom
C539302,85123A,Women's Utility Jacket,3,16-12-2010 17:33,11,15392.0,United Kingdom
560783,22838,Women's Beauty Back Minimizer Full Figure Underwire Bra 76080,6,21-07-2011 10:24,15,15108.0,European Community
540279,48173C,Women's V Neck Stripes Roll up Sleeve Button Down Blouses Tops,-1,06-01-2011 12:32,9,13368.0,United Kingdom
553205,21210,High Waisted Leggings -Soft & Slim - 37+ Colors & 1000+ Prints,12,16-05-2011 08:13,16,15813.0,United Kingdom
562719,22500,Women's Loose Casual Short Sleeve Chiffon Top T-Shirt Blouse,3,08-08-2011 16:15,18,16365.0,United Kingdom
577228,23156,5PACK Nursing Bra Wireless Bra Women's Sleeping Maternity Bra Breastfeeding Bra,1,18-11-2011 12:07,37,12391.0,Cyprus
C542424,23298,Women's Loose Open Front Long Sleeve Solid Color Knit Cardigans Sweater Blouses with Pockets,10,28-01-2011 09:18,8,18075.0,United Kingdom
576592,16048,Women's Deep V Neck Adjustable Spaghetti Straps Summer Dress Sleeveless Sexy Backless Party Dresses with Pocket,4,15-11-2011 14:47,14,13614.0,United Kingdom
556960,21154,Women Two Piece Swimsuit High Waisted Off Shoulder Ruffled Bikini Set,4,16-06-2011 09:28,7,14844.0,United Kingdom
539353,22960,Women's Modern Cotton Bralette,2,17-12-2010 11:30,47,12782.0,Portugal
C560189,22637,Women's Underwire Sport Bra,12,15-07-2011 12:30,29,17652.0,United Kingdom
547907,22173,Women's Laced & Lace Trimmed Bras (Packs of 6),1,28-03-2011 12:18,217,15083.0,United Kingdom
574530,21990,Juniors' Authentic Short,1,04-11-2011 14:07,21,16887.0,United Kingdom
579506,21809,Amazon Brand - Lark & Ro Women's Classic Cap Sleeve Wrap Dress,1,29-11-2011 16:31,6,15089.0,United Kingdom
570030,84988,Women's Relaxed Fit Straight Leg Jean,1,07-10-2011 10:44,22,12740.0,France
C556297,21901,Womens Color Block Striped Draped Kimono Cardigan with Pockets Long Sleeve Open Front Casual Knit Sweaters Coat,1,10-06-2011 09:55,12,15609.0,United Kingdom
578927,85036A,Women's Satin Tracings Minimizer Underwire Bra,1,27-11-2011 12:26,19,15747.0,United Kingdom
537428,85170D,Women's High Waisted Yoga Pants 7/8 Length Leggings with Pockets,1,06-12-2010 15:38,32,17320.0,United Kingdom
574653,22496,Women's Ease in to Comfort Boot Cut Pant,12,06-11-2011 11:30,18,12619.0,Germany
549274,22217,Women's Summer Short Sleeve Loose Casual Tee T-Shirt,20,07-04-2011 13:07,72,12721.0,France
574692,22636,Summer Women Short Sleeve Print Dress V Neck Casual Short Dresses,12,06-11-2011 13:28,3,16771.0,United Kingdom
550942,22897,Women's Classic-Fit Long-Sleeve Poplin Shirt,1,21-04-2011 15:51,22,16587.0,United Kingdom
561879,23050,Women's 2 Pieces Bandeau Bikini Swimsuits Off Shoulder High Waist Bathing Suit High Cut,2,31-07-2011 12:43,4,13722.0,United Kingdom
569631,22329,"Simple Wishes D Lite Hands Free Pumping Bra, Patented, Black, X-Small/Large (Pack of 1)",1,05-10-2011 11:53,12,13483.0,United Kingdom
580107,22029,Women's Plain Casual Flowy Short Sleeve Midi Dress with Belt,5,01-12-2011 15:32,12,15948.0,United Kingdom
563934,85175,Womens Loose Strappy Cold Shoulder Tops Basic T Shirts,12,21-08-2011 16:02,21,15313.0,United Kingdom
559360,22971,Women's Yoga Tops Activewear Athletic Shirts Workout Clothes Racerback Tank Tops,1,07-07-2011 19:54,25,14657.0,United Kingdom
562580,22084,"Women's 10"" Inseam Bermuda Short",5,07-08-2011 13:31,34,14024.0,United Kingdom
551334,23333,Womens T Shirt Casual Cotton Short Sleeve V-Neck Graphic T-Shirt Tops Tees,200,27-04-2011 16:39,11,17991.0,United Kingdom
581134,22893,Women's Tiro19 Training Pants,1,07-12-2011 13:12,17,16368.0,United Kingdom
572461,22243,Women's Elegant Spaghetti Straps Deep V Neck Sleeveless Bodycon Party Dress,1,24-10-2011 12:56,104,17344.0,United Kingdom
C543773,85087,"Adult Resistor 3.0 Lo Cut Socks, 6 Pairs",10,11-02-2011 15:47,19,12410.0,Switzerland
536520,23302,Women's Relaxed-Fit Lightweight 3/4 Sleeve Cotton Popover Shirt,1,01-12-2010 12:43,26,14729.0,United Kingdom
575856,21708,Women's Basic V Neck T Shirt with Suede Pocket S-XXL,25,11-11-2011 12:28,16,16386.0,United Kingdom
547078,22464,Wrap Maxi Dress Short Sleeve V Neck Floral Flowy Front Slit High Low Women Summer Beach Party Wedding Dress,1,20-03-2011 14:41,61,14408.0,United Kingdom
550491,21329,Women's Skinny Stretch Pull-On Knit Jegging,1,18-04-2011 14:37,19,16033.0,United Kingdom
C557709,22728,Women's Button Up Split Floral Print Flowy Party Maxi Dress,1,22-06-2011 10:39,9,15840.0,United Kingdom
575324,23493,Women's Awareness Full Figure Underwire Bra,25,09-11-2011 13:45,18,14240.0,United Kingdom
551088,21210,Women's Comfort Devotion Embellished Bra,1,26-04-2011 12:31,37,14640.0,United Kingdom
579141,22766,Women's Maternity Indigo Blue Stretch Secret Fit Belly Boot Cut Jean,6,28-11-2011 13:06,39,17019.0,United Kingdom
563510,21876,Women's Deep V Neck Short Sleeve Unique Cross Wrap Casual Flared Midi Dress,24,17-08-2011 10:50,20,15734.0,United Kingdom
C548543,21326,"Fearless Tape - Womens Double Sided Tape for Clothing and Body, Transparent Clear Color for All Skin Shades, 50 Count.",2,31-03-2011 18:44,19,14525.0,United Kingdom
579676,22776,Performance Women's 3.75'' Game Shorts,12,30-11-2011 13:13,39,17502.0,United Kingdom
547040,23201,Women's Chiffon Swimsuit Beach Bathing Suit Cover Ups for Swimwear,12,20-03-2011 10:53,43,15938.0,United Kingdom
580955,22597,Women's Ultra Soft Transition Tight,100,06-12-2011 14:22,126,12442.0,Spain
