InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
559108,84916,HP 902XL | Ink Cartridge | Black | T6M14AN,2,06-07-2011 11:42,42,13094.0,United Kingdom
C544897,22193,Samsung 970 EVO 1TB SSD (MZ-V7E1T0BW) NVMe M.2 V-NAND Internal Solid State Drive,1,24-02-2011 12:27,18,17867.0,United Kingdom
580548,22831,Texas Instruments TI-36X Pro Engineering/Scientific Calculator,1,05-12-2011 09:41,20,12569.0,Germany
570333,23320,"Logitech MK270 Wireless Keyboard and Mouse Combo - Keyboard and Mouse Included, 2.4GHz Dropout-Free Connection, Long Battery Life (Frustration-Free Packaging)",2,10-10-2011 12:19,68,18126.0,United Kingdom
549965,21169,"HP 952 | 3 Ink Cartridges | Cyan, Magenta, Yellow | L0S49AN, L0S52AN, L0S55AN",-6,13-04-2011 14:17,84,16966.0,United Kingdom
575898,21934,NETGEAR Nighthawk Smart WiFi Router (R6700) - AC1750 Wireless Speed (up to 1750 Mbps) | Up to 1500 sq ft Coverage & 25 Devices | 4 x 1G Ethernet and 1 x 3.0 USB ports | Armor Security,288,11-11-2011 15:08,4,16368.0,United Kingdom
579412,21672,Ailun Glass Screen Protector for iPhone 11/iPhone XR 6.1 Inch 3 Pack Tempered Glass Screen Protector for Apple iPhone 11/iPhone XR 6.1 Inch Display Anti Scratch Advanced HD Clarity Work Most Case,12,29-11-2011 12:47,34,14125.0,United Kingdom
538633,23126,"NETGEAR WiFi Range Extender EX3700 - Coverage up to 1000 sq.ft. and 15 devices with AC750 Dual Band Wireless Signal Booster & Repeater (up to 750Mbps speed), and Compact Wall Plug Design",12,13-12-2010 13:28,39,16726.0,United Kingdom
C572276,21080,HP 62XL | Ink Cartridge | Black | C2P05AN,2,23-10-2011 10:24,5,16768.0,United Kingdom
563242,22961,"JETech Screen Protector for Apple iPhone 8 and iPhone 7, 4.7-Inch, Tempered Glass Film, 2-Pack",12,15-08-2011 10:28,77,17173.0,United Kingdom
C559880,84029E,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3000MHz C15 Desktop Memory Kit - Black (CMK16GX4M2B3000C15),25,13-07-2011 11:32,179,15493.0,United Kingdom
559153,21156,"Apple TV 4K (32GB, Latest Model)",4,06-07-2011 15:10,43,13804.0,United Kingdom
C538112,22084,"AmazonBasics 6-Outlet Surge Protector Power Strip 2-Pack, 2-Foot Long Cord, 200 Joule - Black",1,09-12-2010 15:28,11,14898.0,United Kingdom
553377,84548,Nintendo Switch Pro Controller,4,16-05-2011 14:58,399,14888.0,United Kingdom
559350,23209,Click to see price,2,07-07-2011 17:35,21,16842.0,United Kingdom
575360,23096,Oculus Rift S PC-Powered VR Gaming Headset,1,09-11-2011 14:59,9,16516.0,United Kingdom
572304,20719,"Scotch Thermal Laminating Pouches, 8.9 x 11.4-Inches, 3 mil thick, 200-Pack, Clear (TP3854-200)",12,23-10-2011 15:07,88,17131.0,United Kingdom
557877,22250,"Mkeke Compatible with iPhone XR Case,Clear Anti-Scratch Shock Absorption Cover Case for iPhone XR Clear",2,23-06-2011 13:13,74,15379.0,United Kingdom
537022,23301,Texas Instruments TI-83 Plus Graphing Calculator,1,03-12-2010 15:45,46,12725.0,Italy
574104,79191C,Brother Genuine Cartridge TN760 High Yield Black Toner,2,03-11-2011 10:45,9,12615.0,France
561006,22530,HP 952XL | Ink Cartridge | Black | F6U19AN,9,22-07-2011 15:02,69,16161.0,United Kingdom
560893,20717,"USB C Cable Fast Charging,JSAUX(2-Pack 6.6ft+6.6ft) USB A to Type C Charger Nylon Braided Cord Compatible with Samsung Galaxy S10 S9 S8 Plus Note 10 9 8,Moto Z Z3,LG V50 G8,Other USB C Devices(Red)",2,21-07-2011 17:08,23,13804.0,United Kingdom
566747,22810,"HP 951 | 3 Ink Cartridges | Cyan, Magenta, Yellow | CN050AN, CN051AN, CN052AN",1,14-09-2011 15:33,99,16928.0,United Kingdom
545705,48185,AmazonBasics Thermal Laminator Machine,2,07-03-2011 09:00,38,15554.0,United Kingdom
559091,22384,Roku Ultra | HD/4K/HDR Streaming Media Player. Now includes Premium JBL Headphones. (2018),1,06-07-2011 10:47,138,17905.0,United Kingdom
575737,21621,HP 61 | 2 Ink Cartridges | Black | CH561WN,12,11-11-2011 08:59,30,14789.0,United Kingdom
580965,22163,WD 8TB Elements Desktop Hard Drive - USB 3.0 - WDBWLG0080HBK-NESN,1,06-12-2011 14:52,69,12417.0,Belgium
544935,72802C,Logitech MK345 Wireless Combo – Full-sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse,2,25-02-2011 09:09,38,13870.0,United Kingdom
581187,37342,"Apple Magic Mouse 2 (Wireless, Rechargable) - Silver",6,07-12-2011 16:44,24,13756.0,United Kingdom
539633,23201,Xbox Wireless Controller - Black,24,20-12-2010 15:09,283,17230.0,United Kingdom
570724,22571,Click to see price,2,12-10-2011 11:22,89,12602.0,France
537828,21731,HP 63 | 2 Ink Cartridges | Black | F6U62AN,2,08-12-2010 14:43,44,15680.0,United Kingdom
555573,22797,"SanDisk 128GB Extreme microSDXC UHS-I Memory Card with Adapter - C10, U3, V30, 4K, A2, Micro SD - SDSQXA1-128G-GN6MA",12,05-06-2011 15:46,27,15349.0,United Kingdom
557223,72807B,PlayStation 4 Slim 1TB Console,10,17-06-2011 13:17,31,13647.0,United Kingdom
C537416,20718,"Brother Compact Monochrome Laser Printer, HL-L2350DW, Wireless Printing, Duplex Two-Sided Printing, Amazon Dash Replenishment Enabled",4,06-12-2010 15:10,99,16138.0,United Kingdom
557884,22501,"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe NVMe SSD, Backlit Keyboard, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",2,23-06-2011 13:35,509,17759.0,United Kingdom
539050,20718,"iPhone Charger, YUNSONG 3Pack 6FT Nylon Braided Lightning Cable Charging Cord USB Cable Compatible with iPhone Xs MAX XR X 8 7 6S 6 Plus SE 5S 5C 5, iPad, iPod",5,15-12-2010 16:21,9,12577.0,France
549260,20675,Logitech USB Headset H390 with Noise Cancelling Mic,24,07-04-2011 12:34,22,17790.0,United Kingdom
571831,21955,"HP 902 | 3 Ink Cartridges | Cyan, Magenta, Yellow | T6L86AN, T6L90AN, T6L94AN",6,19-10-2011 12:01,38,16979.0,United Kingdom
546635,22621,Microsoft Surface Dock (PD9-00003),10,15-03-2011 12:11,138,16392.0,United Kingdom
550134,21034,AMD Ryzen 5 2600 Processor with Wraith Stealth Cooler - YD2600BBAFBOX,6,14-04-2011 13:50,129,16249.0,United Kingdom
538844,84828,"AmazonBasics Lightning to USB A Cable, MFi Certified iPhone Charger, White, 6 Foot, 2 Pack",3,14-12-2010 13:19,15,14680.0,United Kingdom
574084,22189,"Brother Genuine High Yield Toner Cartridge, TN450, Replacement Black Toner, Page Yield Up To 2,600 Pages",10,02-11-2011 17:09,53,14528.0,United Kingdom
571360,47599B,"Mounting Dream TV Wall Mounts TV Bracket for Most 32-55 Inch Flat Screen TV/ Mount Bracket, Full Motion TV Wall Mount with Swivel Articulating Dual Arms, Max VESA 400x400mm, 99 LBS Loading MD2380",1,17-10-2011 11:51,39,16563.0,United Kingdom
547684,23233,"VideoSecu ML531BE TV Wall Mount for Most 27""-55"" LED LCD Plasma Flat Screen Monitor up to 88 lb VESA 400x400 with Full Motion Swivel Articulating 20 in Extension Arm, HDMI Cable & Bubble Level WP5",12,24-03-2011 14:46,25,12408.0,Belgium
550944,23245,HP 62XL | Ink Cartridge | Tri-color | C2P07AN,3,21-04-2011 15:51,37,17109.0,United Kingdom
543565,22297,"Belkin 12-Outlet Power Strip Surge Protector w/ 8ft Cord – Ideal for Computers, Home Theatre, Appliances, Office Equipment and more (3,940 Joules)",5,10-02-2011 10:40,24,14431.0,United Kingdom
558622,22632,HP 950XL | Ink Cartridge | Black | CN045AN,7,30-06-2011 16:51,44,16357.0,United Kingdom
570675,23503,Texas Instruments TI-30Xa Scientific Calculator,1,11-10-2011 15:03,8,13690.0,United Kingdom
C555253,23127,"Energizer AA Batteries (24 Count), Double A Max Alkaline Battery – Packaging May Vary",12,01-06-2011 15:14,14,17820.0,United Kingdom
C575777,21790,"AmazonBasics 6-Outlet Surge Protector Power Strip, 6-Foot Long Cord, 790 Joule - Black",1,11-11-2011 11:15,9,13881.0,United Kingdom
572528,20712,"Samsung Electronics XE500C13 Chromebook 3 2GB RAM 16GB SSD Laptop, 11.6""",1,24-10-2011 15:43,149,13176.0,United Kingdom
C562802,23299,Oculus Quest All-in-one VR Gaming Headset – 128GB,2,09-08-2011 14:41,499,15201.0,United Kingdom
C574339,23243,"Energizer Max D Batteries, Premium Alkaline D Cell Batteries (8 Battery Count) - Packaging May Vary",2,04-11-2011 10:07,11,14629.0,United Kingdom
554647,21314,"Google WiFi system, 3-Pack - Router replacement for whole home coverage (NLS-1304-25)",9,25-05-2011 12:39,419,14705.0,United Kingdom
564300,23175,Click to see price,24,24-08-2011 11:31,23,16723.0,United Kingdom
559768,23301,"Fujitsu ScanSnap iX1500 Color Duplex Document Scanner with Touch Screen for Mac and PC [Current Model, 2018 Release]",12,12-07-2011 11:35,17,13207.0,United Kingdom
581500,20749,AmazonBasics 60-Inch Lightweight Tripod with Bag,8,09-12-2011 10:45,23,15344.0,United Kingdom
544654,22580,"Syntech USB C to USB Adapter (2 Pack), Thunderbolt 3 to USB 3.0 Adapter Compatible with MacBook Pro 2019 and Before, MacBook Air 2019/2018, Dell XPS and More Type C Devices, Space Grey",1,22-02-2011 12:56,9,16913.0,United Kingdom
550163,22173,"Logitech C920S HD Pro Webcam with Privacy Shutter - Widescreen Video Calling and Recording, 1080p Streaming Camera, Desktop or Laptop Webcam",1,14-04-2011 16:26,69,14154.0,United Kingdom
552831,22174,"SanDisk 64GB Extreme PRO SDXC UHS-I Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXY-064G-GN4IN",1,11-05-2011 14:12,20,13052.0,United Kingdom
569847,23221,Sabrent 4-Port USB 3.0 Hub with Individual LED Power Switches (HB-UM43),1,06-10-2011 13:45,7,14116.0,United Kingdom
553357,22961,HP 63 | Ink Cartridge | Black | F6U62AN,6,16-05-2011 14:17,20,12684.0,France
576400,22247,Mr.Shield [Tempered Glass] Screen Protector For iPhone 6 / iPhone 6S / iPhone 7 / iPhone 8 [3-Pack] Screen Protector,12,15-11-2011 10:51,5,13632.0,United Kingdom
536745,22662,"[Upgraded] Anker 4-Port USB 3.0 Hub, Ultra-Slim Data USB Hub with 2 ft Extended Cable for MacBook, Mac Pro, Mac mini, iMac, Surface Pro, XPS, PC, Flash Drive, Mobile HDD [Charging Not Supported]",4,02-12-2010 13:38,7,17235.0,United Kingdom
545047,22142,HP 65XL | Ink Cartridge | Black | N9K04AN,6,27-02-2011 11:42,30,14147.0,United Kingdom
580819,20718,"CyberpowerPC Gamer Xtreme VR Gaming PC, Intel i5-9400F 2.9GHz, NVIDIA GeForce GTX 1660 6GB, 8GB DDR4, 120GB SSD, 1TB HDD, WiFi Ready & Win 10 Home (GXiVR8060A7, Black)",5,06-12-2011 11:30,802,15318.0,United Kingdom
565449,22553,"Acer Aspire E 15, 15.6"" Full HD, 8th Gen Intel Core i3-8130U, 6GB RAM Memory, 1TB HDD, 8X DVD, E5-576-392H",4,04-09-2011 15:21,309,16057.0,United Kingdom
576600,22907,AmazonBasics Mini DisplayPort Thunderbolt to HDMI Adapter - Compatible with Apple iMac and MacBook,4,15-11-2011 15:08,9,18181.0,United Kingdom
571895,23198,SanDisk 128GB MicroSDXC UHS-I Memory Card for Nintendo Switch - SDSQXAO-128G-GNCZN,1,19-10-2011 14:14,25,17824.0,United Kingdom
569736,22632,"Logitech MK550 Wireless Wave Keyboard and Mouse Combo — Includes Keyboard and Mouse, Long Battery Life, Ergonomic Wave Design",6,06-10-2011 10:44,46,14317.0,United Kingdom
550783,21258,"NETGEAR Cable Modem CM500 - Compatible with all Cable Providers including Xfinity by Comcast, Spectrum, Cox | For Cable Plans Up to 300 Mbps | DOCSIS 3.0",1,20-04-2011 13:58,62,13485.0,United Kingdom
577076,22713,"Samsung T5 Portable SSD - 1TB - USB 3.1 External SSD (MU-PA1T0B/AM), Black",2,17-11-2011 15:08,164,14362.0,United Kingdom
577178,75049L,"ARRIS SURFboard Docsis 3.1 Gigabit Speed Cable Modem, Approved for Cox, Spectrum and Xfinity, (SB8200 Frustration Free)",3,18-11-2011 11:10,141,12618.0,Italy
560536,22502,HP 63XL | Ink Cartridge | Tri-color | F6U63AN,1,19-07-2011 12:15,41,16626.0,United Kingdom
538715,84596E,Nulaxy Bluetooth Car FM Transmitter Audio Adapter Receiver Wireless Hands Free Car Kit W 1.44 Inch Display - KM18 Black,10,14-12-2010 11:03,16,14907.0,United Kingdom
575340,22673,"Fitbit Versa 2 Health & Fitness Smartwatch with Heart Rate, Music, Alexa Built-in, Sleep & Swim Tracking, Bordeaux/Copper Rose, One Size (S & L Bands Included)",12,09-11-2011 14:31,199,15485.0,United Kingdom
568327,22893,"AMD Ryzen 5 3600 6-Core, 12-Thread Unlocked Desktop Processor with Wraith Stealth Cooler",1,26-09-2011 14:02,194,15492.0,United Kingdom
570000,22866,PlayStation 4 Pro 1TB Console,1,07-10-2011 08:55,349,12420.0,Cyprus
539351,23560,"TP-Link | AC750 WiFi Range Extender - Dual Band Cloud App Control | 2019 Release | Up to 750Mbps | One Button Setup Repeater, Internet Booster, Access Point | Smart Home & Alexa Devices (RE220)",-3,17-12-2010 11:23,24,12551.0,Spain
C542348,22938,"Apple 12W USB Power Adapter (for iPhone, iPad)",5,27-01-2011 12:09,14,12539.0,Spain
562340,22328,"Toshiba HDTB410XK3AA Canvio Basics 1TB Portable External Hard Drive USB 3.0, Black",10,04-08-2011 12:05,44,13985.0,United Kingdom
C538703,22800,"Razer DeathAdder Elite Gaming Mouse: 16,000 DPI Optical Sensor - Chroma RGB Lighting - 7 Programmable Buttons - Mechanical Switches - Rubber Side Grips - Matte Black",12,14-12-2010 10:29,47,17519.0,United Kingdom
575179,23233,Seagate BarraCuda 2TB Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache 3.5-Inch – Frustration Free Packaging (ST2000DM008),2,09-11-2011 08:11,49,14284.0,United Kingdom
578506,85136A,"HP 64 | 2 Ink Cartridges | Black, Tri-color | N9J90AN, N9J89AN",30,24-11-2011 13:01,39,17458.0,United Kingdom
557846,22382,DualShock 4 Wireless Controller for PlayStation 4 - Midnight Blue,2,23-06-2011 10:44,46,17365.0,United Kingdom
549319,23207,GoPro HERO 7 Black,1,08-04-2011 10:09,319,16623.0,United Kingdom
574100,21829,AmazonBasics 12-Sheet Cross-Cut Paper and Credit Card Home Office Shredder,1,03-11-2011 10:13,51,14098.0,United Kingdom
C545277,22423,PopSockets: Collapsible Grip & Stand for Phones and Tablets - Black,2,01-03-2011 11:31,9,12933.0,United Kingdom
578092,22962,PLmuzsz MFi Certified iPhone Charger Lightning Cable 5 Pack Extra Long Nylon Braided USB Charging & Syncing Cord Compatible iPhone Xs/Max/XR/X/8/8Plus/7/7Plus/6S/6S Plus/SE/iPad/Nan More,1,22-11-2011 17:19,11,16811.0,United Kingdom
555738,20733,"Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-K (Black) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",2,07-06-2011 09:44,9,16825.0,United Kingdom
C576235,22557,TP-Link 5 Port Gigabit Ethernet Network Switch | Ethernet Splitter | Sturdy Metal w/ Shielded Ports | Plug-and-Play | Traffic Optimization | Unmanaged (TL-SG105),1,14-11-2011 13:28,11,17769.0,United Kingdom
565732,84991,Blue Yeti USB Microphone - Blackout Edition,3,06-09-2011 12:10,115,17068.0,United Kingdom
564507,21158,Where the Crawdads Sing,1,25-08-2011 14:34,0,15513.0,United Kingdom
569799,85088,"Fitbit Versa Smart Watch, Black/Black Aluminium, One Size (S & L Bands Included)",2,06-10-2011 11:47,168,13602.0,United Kingdom
560861,84817,"NETGEAR Nighthawk Cable Modem WiFi Router Combo C7000-Compatible with all Cable Providers including Xfinity by Comcast, Spectrum, Cox | For Cable Plans Up to 400 Mbps | AC1900 WiFi speed | DOCSIS 3.0",48,21-07-2011 13:37,179,17660.0,United Kingdom
545579,21620,"Anker Wireless Charger, PowerWave Stand, Qi-Certified for iPhone 11, 11 Pro, 11 Pro Max, XR, Xs Max, XS, X, 8, 8 Plus, 10W Fast-Charging Galaxy S10 S9 S8, Note 10 Note 9 and More (No AC Adapter)",12,04-03-2011 08:10,15,17508.0,Greece
566074,22993,SanDisk Cruzer Glide CZ60 32GB USB 2.0 Flash Drive - SDCZ60-032G-B35,24,09-09-2011 08:48,6,12535.0,France
572188,22645,"8"" Selfie Ring Light with Tripod Stand & Cell Phone Holder for Live Stream/Makeup, UBeesize Mini Led Camera Ringlight for YouTube Video/Photography Compatible with iPhone Xs Max XR Android (Upgraded)",1,21-10-2011 11:06,31,14967.0,United Kingdom
572860,22083,"Plantronics Voyager Legend Wireless Bluetooth Headset - Compatible with iPhone, Android, and Other Leading Smartphones - Black- Frustration Free Packaging",1,26-10-2011 12:42,57,17470.0,United Kingdom
545468,22986,"Brother Genuine P-touch, TZE2312PK, 1/2"" (0.47"") Standard Laminated P-Touch Tape, Black on White, Laminated for Indoor or Outdoor Use, Water Resistant, 26.2 Feet (8M), 2-Pack",12,03-03-2011 09:41,24,16571.0,United Kingdom
560209,23329,"AmazonBasics 12-Sheet High-Security Micro-Cut Paper, CD and Credit Card Home Office Shredder with Pullout Basket",4,15-07-2011 14:05,99,15004.0,United Kingdom
575591,20727,AmazonBasics AA Rechargeable Batteries (16-Pack) Pre-charged - Battery Packaging May Vary,6,10-11-2011 12:09,22,17791.0,United Kingdom
538007,23366,"NETGEAR Orbi Ultra-Performance Whole Home Mesh WiFi System - WiFi router and single satellite extender with speeds up to 3Gbps over 5,000 sq. feet, AC3000 (RBK50)",3,09-12-2010 12:16,307,14355.0,United Kingdom
545521,21231,"Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-hand Shape, Compatible with Apple Mac and Microsoft Windows Computers, USB Unifying Receiver, Dark Gray",1,03-03-2011 12:30,26,17995.0,United Kingdom
546510,23189,"Sceptre E248W-19203R 24"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",1,14-03-2011 12:17,99,16353.0,United Kingdom
537248,POST,"VIVO Dual LCD Monitor Desk Mount Stand Heavy Duty Fully Adjustable fits 2 /Two Screens up to 27"" (STAND-V002)",4,06-12-2010 10:36,31,15899.0,United Kingdom
543485,21035,"Microsoft Surface Pro 6 (Intel Core i5, 8GB RAM, 128GB) - Newest Version and Microsoft Surface Pro Type Cover – Black, Platinum - NKR-00001",2,09-02-2011 10:19,784,15843.0,United Kingdom
569322,90182C,"LETSCOM Bluetooth Headphones IPX7 Waterproof, Wireless Sport Earphones, HiFi Bass Stereo Sweatproof Earbuds w/Mic, Noise Cancelling Headset for Workout, Running, Gym, 8 Hours Play Time",12,03-10-2011 12:31,19,16912.0,United Kingdom
571462,21700,DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,8,17-10-2011 14:14,43,16363.0,United Kingdom
564483,23254,"JETech Case for Apple iPhone 8 and iPhone 7, 4.7-Inch, Shock-Absorption Bumper Cover, Anti-Scratch Clear Back, HD Clear",3,25-08-2011 13:46,7,14050.0,United Kingdom
554813,22835,Texas Instruments TI-Nspire CX II CAS Color Graphing Calculator,12,26-05-2011 13:26,160,15852.0,United Kingdom
537693,22740,"COWIN E7 PRO [Upgraded] Active Noise Cancelling Headphones Bluetooth Headphones with Microphone/Deep Bass Wireless Headphones Over Ear 30 Hours Playtime for Travel/Work/Cellphone, Black",1,08-12-2010 10:45,89,12441.0,France
573066,23110,"Logitech M510 Wireless Computer Mouse – Comfortable Shape with USB Unifying Receiver, with Back/Forward Buttons and Side-to-Side Scrolling, Dark Gray",1,27-10-2011 13:53,22,16026.0,United Kingdom
550277,20726,"ACDelco AA Super Alkaline Batteries in Recloseable Package, 100 Count",12,15-04-2011 12:48,22,12639.0,Sweden
545819,20719,Apple Lightning to USB Cable (2 m),50,07-03-2011 12:31,24,16356.0,United Kingdom
552170,22095,Texas Instruments (34MV/TBL/1L1) TI-34 MultiView Scientific Calculator,1,06-05-2011 12:53,18,16458.0,United Kingdom
573417,21976,"Logitech MX Master 2S Wireless Mouse – Use on Any Surface, Hyper-Fast Scrolling, Ergonomic Shape, Rechargeable, Control up to 3 Apple Mac and Windows Computers (Bluetooth or USB), Graphite",1,31-10-2011 08:56,66,12581.0,Germany
570410,21090,"AmazonBasics 3-Button USB Wired Computer Mouse (Black), 1-Pack",1,10-10-2011 13:04,6,16776.0,United Kingdom
C567956,21042,"Duracell - CopperTop AA Alkaline Batteries - long lasting, all-purpose Double A battery for household and business - 16 count",2,23-09-2011 08:54,12,12895.0,United Kingdom
