product_description,product_price
"FITINDEX Bluetooth Body Fat Scale, Smart Wireless Digital Bathroom Weight Scale Body Composition Monitor Health Analyzer with Smartphone App for Body Weight, Fat, Water, BMI, Muscle Mass - White",23
Vital Proteins Collagen Peptides Powder Supplement - Vital Proteins 10 Ounce,24
LiCB 20 Pack LR44 AG13 357 303 SR44 Battery 1.5V Button Coin Cell Batteries,5
"Swiffer, Multi Surface Refills, Unscented Scent, 18 Count",11
"WOW Apple Cider Vinegar Shampoo & Hair Conditioner Set - (2 x 16.9 Fl Oz / 500mL) - Increase Gloss, Hydration, Shine - Reduce Itchy Scalp, Dandruff & Frizz - No Parabens or Sulfates - All Hair Types",29
"MRS Meyers Liquid Dish Soap, Lemon Verbena, 16 Fluid Ounce (Pack of 3)",11
"Orgain Organic Plant Based Protein Powder, Vanilla Bean - Vegan, Low Net Carbs, Non Dairy, Gluten Free, Lactose Free, No Sugar Added, Soy Free, Kosher, Non-GMO, 2.03 Pound",26
"Brawny Tear-A-Square Paper Towels, 12 Rolls, 12 = 24 Regular Rolls, 3 Sheet Size Options, Quarter Size Sheets",23
"Vanity Fair Everyday Napkins, 400 Count, White Paper Napkins, 2 Packs of 200 Napkins",7
"Oral-B White Pro 1000 Power Rechargeable Electric Toothbrush, Powered by Braun",49
"Cascade Platinum ActionPacs Dishwasher Detergent, Fresh, 62 Count (Packaging May Vary)",16
"O-Cedar EasyWring Microfiber Spin Mop, Bucket Floor Cleaning System",29
"Amazon Brand - Mama Bear Vegan Kids Vitamin C, 60 Gummies, 125 mg Vitamin C per Gummy",9
"Optimum Nutrition Micronized Creatine Monohydrate Powder, Unflavored, Keto Friendly, 114 Servings",15
"Amazon Brand - Mama Bear Vegan Probiotic, 60 Gummies, 1 Billion CFU per Gummy",11
"Band-Aid Brand Flexible Fabric Adhesive Bandages for Wound Care & First Aid, Assorted Sizes, 100 ct",6
"Clitoral Sucking Vibrator, G Spot Clit Dildo Vibrators Waterproof, Rechargeable Clitoris Stimulator with 10 Suction & Vibration Patterns Sex Toys for Women (Purple)",46
"Downy Unstopables in-Wash Scent Booster Beads, Fresh, 20.1 oz",11
Glad OdorShield Tall Kitchen Drawstring Trash Bags - Unscented - 13 Gallon - 90 Count,12
"ANGEL SOFT Toilet Paper Bath Tissue, 36 Huge Rolls, 360+ 2-Ply Sheets Per Roll",27
"HSI Professional Glider | Ceramic Tourmaline Ionic Flat Iron Hair Straightener | Straightens & Curls with Adjustable Temp | Incl Glove, Pouch, & Travel Size Argan Oil Hair Treatment | Packaging Varies",36
"Diapers Size 5, 148 Count - Luvs Ultra Leakguards Disposable Baby Diapers, ONE MONTH SUPPLY (Packaging May Vary)",24
"GoodNites Bedtime Bedwetting Underwear for Boys, S-M (38-65 lb), 44 Ct. (Packaging May Vary)",26
"URPOWER 2nd Version Essential Oil Diffuser Aroma Essential Oil Cool Mist Humidifier with Adjustable Mist Mode,Waterless Auto Shut-off and 7 Color LED Lights Changing for Home (White)",15
"Clear Care Cleaning & Disinfecting Solution with Lens Case, Twin Pack, 12-Ounces Each",16
"Swiffer Sweeper Dry Mop Refills for Floor Mopping and Cleaning, All Purpose Floor Cleaning Product, Unscented, 52 Count",11
"Genuine Philips Sonicare Optimal Plaque Control replacement toothbrush heads, HX9023/65, BrushSync technology, White 3-pk",26
"Quilted Northern Ultra Plush Toilet Paper, 48 Double Rolls, 48 = 96 Regular Rolls, 3 Ply Bath Tissue, 4 Pack of 12 Rolls (2 Pack 48 Double Rolls)",23
"Amazon Brand – Revly B-Complex, 70 Gummies, 70-Day Supply, Vegan, Non-GMO",86
"Doctor's Best High Absorption CoQ10 with BioPerine, Gluten Free, Naturally Fermented, Heart Health, Energy Production,100 mg 120 Softgels",13
"Burt's Bees 100% Natural Moisturizing Lip Balm, Original Beeswax with Vitamin E & Peppermint Oil – 4 Tubes",13
"Hefty Ultra Strong Tall Kitchen Trash Bags - Lavender & Sweet Vanilla, 13 Gallon, 80 Count",8
"Tide Free and Gentle Laundry Detergent Pods, 81 Count, Unscented and Hypoallergenic for Sensitive Skin",19
Trojan Ultra Thin Lubricated Condoms 36ct,15
"Glucosamine with Chondroitin Turmeric MSM Boswellia. Supports Occasional Joint Pain Relief. Helps Inflammatory Response, Antioxidant Properties. Supplement for Back, Knees, Hands. 90 Capsules",26
"EltaMD UV Clear Facial Sunscreen Broad-Spectrum SPF 46 for Sensitive or Acne-Prone Skin, Oil-free, Dermatologist-Recommended Mineral-Based Zinc Oxide Formula, 1. 7 oz",35
"Amazon Brand - Revly 100% Grass-Fed Whey Protein Isolate Powder, Unflavored, 2.05 Pound (31 Servings), Gluten Free, Non-GMO, No added rbgh/rbst‡",25
"Sparkle Paper Towels, 24 Rolls = 47 Regular Rolls, Longer Lasting Rolls, Pick-A-Size Plus Sheets, 24 Count (Pack of 1)",31
"Scott Paper Towels Choose-A-Sheet, White, 6 Mega Rolls",6
"Kleenex Ultra Soft Facial Tissues, 4 Flat Boxes, 110 Tissues per Box (440 Count Total)",5
"NewRhythm Probiotics 50 Billion CFU 20 Strains, 60 Veggie Capsules, Targeted Release Technology, Stomach Acid Resistant, No Need for Refrigeration, Non-GMO, Gluten Free",16
"Belei Vitamin C Moisturizer, Fragrance Free, Paraben Free, 2 Fluid Ounce (60 mL)",35
"Olaplex Hair Perfector No 3 Repairing Treatment, 3.3 Fl Oz",28
"One A Day Men’s Multivitamin, Supplement with Vitamins A, C, E, B1, B2, B6, B12, Calcium and Vitamin D, 200 count",14
"Native Deodorant - Natural Deodorant - Vegan, Gluten Free, Cruelty Free - Free of Aluminum, Parabens & Sulfates - Born in the USA - Coconut & Vanilla",11
"Solimo 2-Ply Toilet Paper, 350-sheets per Roll, 30 Rolls Bath Tissue",19
"TheraBreath Fresh Breath Oral Rinse, Mild Mint, 16 Ounce Bottle (Pack of 2)",14
"Diapers Size 4, 172 Count - Luvs Ultra Leakguards Disposable Baby Diapers, ONE MONTH SUPPLY (Packaging May Vary)",24
"Downy Wrinkle Release Spray Plus, Static Remover, Odor Eliminator, Steamer for Clothes Accessory, Fabric Refresher and Ironing Aid, Light Fresh Scent, 33.8 Fluid Ounce (Pack of 2)",13
"Clorox ToiletWand Disposable Toilet Cleaning System - ToiletWand, Storage Caddy and 6 Disinfecting ToiletWand Refill Heads",8
"Shibari Mini Halo,""The Original"" Compact Power Wand Massager, Wireless, 20x Multi-Speed Vibrations (Pink)",27
Colgate Cavity Protection Toothpaste with Fluoride - 6 ounce (6 Pack),7
"Glide Oral-B Pro-Health Deep Clean Floss, Mint, Pack of 6",15
"Finish Jet-Dry Rinse Aid, 23oz, Dishwasher Rinse Agent & Drying Agent",8
"Jarrow Formulas Methylcobalamin (Methyl B12), Supports Brain Cells, 5000 mcg, 60 Lozenges",12
"Charmin Ultra Gentle Toilet Paper, 18 Mega Rolls (Equal to 72 Regular Rolls)",20
"Scott Tube-Free Toilet Paper, Family Roll, 24 Rolls, Bath Tissue",15
"Advil (50 Packets of 2 Capsules) Pain Reliever / Fever Reducer Coated Tablet, Individually Sealed, 200mg Ibuprofen, Temporary Pain Relief, Travel Pack",9
"Arm & Hammer Advance White Extreme Whitening with Stain Defense, Fresh Mint, 6 oz Twin Pack (Packaging May Vary)",5
"Colgate Extra Clean Full Head Toothbrush, Medium - 6 Count (Pack of 1)",4
"Gillette Fusion Manual Men’s Razor Blade Refills, 12 Count, Mens Razors / Blades",33
"Dove  White Beauty Bar 4 Ounce, 14 Count (Pack of 1)",13
"Care Touch Lens Cleaning Wipes, Pre Moistened Cleansing Cloths Great for Eyeglasses, Tablets, Camera Lenses, Screens, Keyboards and Other Delicate Surfaces - 210 Individually Wrapped Wipes",15
"Lansinoh Lanolin Nipple Cream for Breastfeeding, 1.41 Ounce Full Size Tube, Soothing Lanolin Balm, Safe for Nursing Moms, Nursing Essentials",8
"Tom's of Maine Fluoride-Free Antiplaque & Whitening Toothpaste, Whitening Toothpaste, Natural Toothpaste, Peppermint, 5.5 Ounce, 2-Pack",7
"Scott 1000 Sheetsper Roll Toilet Paper, 27 Rolls, Bath Tissue",19
"Dawn Ultra Dishwashing Liquid Dish Soap, Original Scent, 2 count, 56 oz.(Packaging May Vary)",13
Khadi Natural Herbal Ayurvedic Henna Tulsi Conditioning Shampoo for all Hair Types SLS and Paraben Free (210 ml),8
Khadi Natural Ayurvedic Herbal Green Tea Aloe Vera Conditioner for all Hair Types SLS and Paraben Free (210 ml / 7.1 fl oz),7
"BlenderBottle Classic Loop Top Shaker Bottle, 28-Ounce, Full Color Black",7
"Amazon Brand - Revly Omega 3-6-9 Complex of Fish, Flaxseed and Borage Oil, 60 Softgels, 2 Month Supply",11
"Amazon Brand - Revly Super Omega-3 with Natural Lemon Flavor, 1280 mg Wild-Caught Fish Oil per Serving (2 Softgels), 90 Softgels",12
"DUDE Wipes Flushable Wet Wipes Dispenser (3 Packs 48 Wipes), Unscented Wet Wipes with Vitamin-E & Aloe for at-Home Use, Septic and Sewer Safe",8
"All Mighty Pacs Laundry Detergent, Free Clear for Sensitive Skin, 67 Count, 2 Tubs, 134 Total Loads",22
"Puffs Plus Lotion Facial Tissues, 10 Cubes, 52 Tissues per Cube",12
Debrox Earwax Removal Aid Drops | Safely and Gently Cleanses Ear | 0.5 FL OZ,5
"Neutrogena Hydro Boost Hyaluronic Acid Hydrating Water Face Gel Moisturizer for Dry Skin, 1.7 fl. oz",14
"Oral-B Cross Action Electric Toothbrush Replacement Brush Heads Refill, 3 Count",16
"HUGGIES Natural Care Unscented Baby Wipes, Sensitive, 3 Refill Packs (528 Total Wipes)",14
Crest 3D White Whitestrips Vivid Plus,28
Zenwise Health Digestive Enzymes Plus Prebiotics & Probiotics - Natural Support for Better Digestion & Lactose Absorption - for Bloating & Constipation + Gas Relief - 180 Vegetarian Capsules,22
"Scott Essential Multifold Paper Towels (01804) with Fast-Drying Absorbency Pockets, White, 16 Packs / Case, 250 Multifold Towels / Pack",27
"ChoiceRefill Compatible with Diaper Genie Pails, 4-Pack, 1080 Count",12
CeraVe Hydrating Face Wash | 16 Ounce | Daily Facial Cleanser for Dry Skin | Fragrance Free,13
"Philips Norelco Multigroom Series 7000, MG7750/49, 23 Piece Mens Grooming Kit, Trimmer for Beard, Head, Body, and Face - NO BLADE OIL NEEDED",54
"Hair Scalp Massager Shampoo Brush, MAXSOFT Scalp Care Brush",6
CeraVe Daily Moisturizing Lotion | 12 Ounce | Face & Body Lotion for Dry Skin with Hyaluronic Acid | Fragrance Free,10
"HUGGIES OverNites Diapers, Size 6, 48 ct., Overnight Diapers (Packaging May Vary)",24
"Sensodyne Toothpaste for Sensitivity, Extra Whitening for Sensitive Teeth, 4 Ounce (Pack of 3)",14
"Gillette Fusion Power Men's Razor Blades, 8 Count (Pack of 1)",21
"Qunol Ultra CoQ10 100mg, 3x Better Absorption, Patented Water and Fat Soluble Natural Supplement Form of Coenzyme Q10, Antioxidant for Heart Health, 120 Count Softgels",27
Reynolds Wrap Standard Aluminum Foil - 200 Square Feet,9
Reynolds Wrap Standard Aluminum Foil - 200 Square Feet,9
"Energizer AA Batteries (24 Count), Double A Max Alkaline Battery – Packaging May Vary",14
"Baby Wipes, Pampers Aqua Pure Sensitive Water Baby Diaper Wipes, Hypoallergenic and Unscented, 672 Total Wipes",28
TENS 7000 2nd Edition Digital TENS Unit with Accessories,26
"AmazonBasics Blue and Yellow Microfiber Cleaning Cloth, 24-Pack",12
"Mack's Ultra Soft Foam Earplugs, 50 Pair - 32dB Highest NRR, Comfortable Ear Plugs for Sleeping, Snoring, Travel, Concerts, Studying, Loud Noise, Work",8
"Great Lakes Gelatin, Collagen Hydrolysate, Unflavored Beef Protein, Kosher, 16 Oz Can",24
"Tide Laundry Detergent Liquid, Original Scent, HE Turbo Clean, Pack of 3 Smart Pouches, 48 oz Each, 93 Loads Total",17
"Philips Sonicare ProtectiveClean 4100 Electric Rechargeable Toothbrush, Plaque Control, White",49
"Aveeno Daily Moisturizing Body Lotion with Soothing Oat and Rich Emollients to Nourish Dry Skin, Fragrance-Free, 18 fl. oz",8
"COLOR WOW Dream Coat Supernatural Spray Slays Humidity and Prevents Frizz, 6.7 Fl Oz",28
"Culturelle Daily Probiotic, Digestive Health Capsules, Works Naturally with Your Body to Keep Digestive System in Balance*, With the Proven Effective Probiotic, 60 Count",22
"Waterpik Water Flosser Electric Dental Countertop Oral Irrigator For Teeth – Aquarius Professional, WP-660 White",69
"OXO Good Grips Bottle Brush, 12"" H",5
"2% Hydroquinone Dark Spot Corrector Remover For Face & Melasma Treatment Fade Cream - Contains Vitamin C, Salicylic Acid, Kojic Acid, Azelaic Acid, Lactic Acid Peel (1oz)",23
"Etekcity Digital Body Weight Bathroom Scale with Body Tape Measure, 8mm Tempered Glass, 400 Pounds",19
Omega 3 Fish Oil 2250mg - High EPA 1200MG + DHA 900MG Triple Strength Burpless Capsules - Arazo Nutrition (120 Count),21
"Ziploc Sandwich Bags, 280 ct",8
"Opti-Free Replenish Multi-Purpose Disinfecting Solution with Lens Case, Twin Pack, 10-Ounces Each",14
"Belei Oil-Free SPF 50 Moisturizing Sunscreen, UVA/UVB Protection, Fragrance Free, Paraben Free, 1.7 Fluid Ounce (50 mL)",22
Retainer Brite 96 Tablets (3 Months Supply),13
"Antifungal Tea Tree Oil Body Wash, Helps Athletes Foot, Ringworm, Toenail Fungus, Jock Itch, Acne, Eczema & Body Odor- Soothes Itching & Promotes Healthy Feet, Skin and Nails 9oz",15
"U by Kotex Barely There Liners, Light Absorbency, Unscented, 100 Count",5
"Fanola No Yellow Shampoo, 350 ml",10
"Seventh Generation Baby Wipes, Free & Clear Unscented and Sensitive, Gentle as Water, with Flip Top Dispenser, 768 count",29
"Emergen-C (60 Count, Super Orange Flavor, 2 Month Supply) Dietary Supplement Fizzy Drink Mix with 1000mg Vitamin C, 0.32 Ounce Powder Packets, Caffeine Free",14
"White Noise Sound Machine | Portable Sleep Therapy for Home , Office , Baby & Travel | 6 Relaxing & Soothing Nature Sounds , Battery or Adapter Charging Options , Auto-Off Timer | HoMedics Sound Spa",19
"Cali White ACTIVATED CHARCOAL & ORGANIC COCONUT OIL TEETH WHITENING TOOTHPASTE, MADE IN USA, Best Natural Whitener, Vegan, Fluoride Free, Sulfate Free, Organic, Black Tooth Paste, Kids MINT (4oz)",9
"Amazon Brand - Solimo Multipurpose Drawstring Trash Bags, 30 Gallon, 50 Count",11
50 Pcs Premium Velvet Hair Scrunchies Hair Bands Scrunchy Hair Ties Ropes Scrunchie for Women or Girls Hair Accessories (50 Color Premium Velvet Scrunchies),16
"SmartyPants Prenatal Formula Daily Gummy Vitamins: Gluten Free, Multivitamin, Folate (Methylfolate), Omega 3 (Dha/Epa) Fish Oil, Methyl B12, vitamin D3, 120 Count (30 Day Supply) - Packaging May Vary",13
"Bausch + Lomb renu Lens Solution Advanced Triple Disinfect Formula Multi-Purpose, 12 Ounce Bottle Twinpack",8
"Natrol Melatonin Fast Dissolve Tablets, Helps You Fall Asleep Faster, Stay Asleep Longer, Easy to Take, Dissolves in Mouth, Faster Absorption, Strawberry Flavor, 5mg, 150Count",12
"Vanicream Moisturizing Skin Cream | Fragrance and Gluten Free | For Sensitive Skin | Soothes Red, Irritated, Cracked or Itchy Skin | Dermatologist Tested | 16 Ounce with Pump",8
"Amazon Brand - Solimo Disinfecting Wipes, Lemon Scent & Fresh Scent, 75 Wipes Each (Pack of 3)",14
"Huggies Little Movers Diapers, Size 4 (22-37 lb.), 144 Ct, Economy Plus Pack (Packaging May Vary)",46
"Nature Made Magnesium 250 mg Tablets, 100 Count for Nutrition Support (Packaging May Vary)",4
"Mack's Pillow Soft Silicone Earplugs - 6 Pair, Value Pack – The Original Moldable Silicone Putty Ear Plugs for Sleeping, Snoring, Swimming, Travel, Concerts and Studying",3
"Bounty Quick-Size Paper Towels, White, 8 Family Rolls = 20 Regular Rolls",21
"Hyaluronic Acid Serum for Skin-- 100% Pure-Highest Quality, Anti-Aging Serum-- Intense Hydration + Moisture, Non-greasy, Paraben-free-Best Hyaluronic Acid for Your Face (Pro Formula) 2 Fl. Oz",15
"Dreft Stage 1: Newborn Hypoallergenic Liquid Baby Laundry Detergent (HE), Natural for Baby, Newborn, or Infant, 50 Ounce (32 Loads), 2 Count (Packaging May Vary)",20
"Prime Labs - Men's Test Booster - Natural Stamina, Endurance and Strength Booster - 60 Caplets",19
"Biotin (10,000mcg) with Organic Coconut Oil | Supports Healthy Hair, Skin & Nails | Non-GMO Verified & Vegan Certified (120 Veggie-Softgels)",19
"Quest Nutrition Chocolate Chip Cookie Dough Protein Bar, High Protein, Low Carb, Gluten Free, Soy Free, Keto Friendly, 12 Count",22
"Lysol Disinfecting Wipes 320 ct, 2 Lemon + 2 Ocean, (4x80ct),Packaging May Vary",11
Culturelle Kids Chewable Daily Probiotic for Kids | Natural Berry Flavor Daily Supplement | 30 count | Age 3+ | 100% Naturally Sourced Lactobacillus GG –The Most Clinically Studied Probiotic,16
"Energizer Max D Batteries, Premium Alkaline D Cell Batteries (8 Battery Count) - Packaging May Vary",11
"Hefty Flap Tie Small Trash Bags - Lavender & Sweet Vanilla, 4 Gallon, 26 Count",3
"Bathroom Surfaces Tub, Shower, Tile and Grout All Purpose Power Scrubber Cleaning Kit",14
